|NOUN|VERB|ADV|ADJ|CCONJ|EX_M|Q_M|POS|NEG|BOOL_NOUN|BOOL_VERB|BOOL_ADV|BOOL_ADJ|BOOL_CCONJ|LABEL|TEXT|AI
101|5|7|4|1|0|0|0|7|2|1|1|1|1|0|surprise_neg|Pierre , vraiment surpris déçu . pensais Lydia allait enfin respecter engagements projet , envoyé documents promis . 😡 frustrant pouvoir avancer cause . espère ressaisir rapidement , devoir trouver solution .À bientôt ,|1
102|6|3|0|0|0|0|1|0|0|1|1|0|0|0|neutre|Bonjour Jacques , transmets convention stage Alix signature . Pourriez -vous retourner signée 12 novembre ? avance collaboration . Cordialement , Pierre|1
103|10|2|2|5|0|2|0|8|0|1|1|1|1|0|joie|Pierre , heureux annoncer projet succès total ! mois travail acharné , avons atteint objectifs , client ravi . véritable soulagement source fierté équipe . devons fêter ensemble ! bientôt ,|1
104|4|7|2|2|0|0|0|3|3|1|1|1|1|0|tristesse|Pierre , voulais parler examen d' hier . vraiment déçu réussi . J' étudié dur , s' traduit résultats . sens sais pouvoir expliquer parents . C' efforts vains .|1
105|9|3|4|1|0|1|0|1|5|1|1|1|1|0|colère|Pierre , vraiment colère appel service client Orange . mis attente heure finalement parler idée faisait .C’ complètement inacceptable ! temps perdre . envisager porter plainte continue .À bientôt ,|1
106|10|4|1|5|0|4|0|10|2|1|1|1|1|0|surprise_pos|Pierre , voulais partager nouvelle incroyable ! équipe remporté championnat week-end , arrive croire ! avons battu équipe favorite , ambiance électrique . match suspense choc . fier équipe ! célébrer victoire ensemble ! Amicalement ,|1
107|7|9|2|3|0|0|0|1|5|1|1|1|1|0|surprise_neg|Pierre , écris grande tristesse . petit accident allant travail matin . grave , voiture endommagée vraiment déçu situation . pressé dois gérer . sais coûter . aurais préféré jamais arrivé .Merci compréhension ,|1
108|5|3|0|1|0|0|1|1|0|1|1|0|1|0|neutre|Bonjour Sarah , permets relancer convention stage envoyée 12 novembre . Pourriez -vous indiquer ordre modifications nécessaires ? Cordialement , Delphine|1
109|7|4|3|5|0|1|0|6|1|1|1|1|1|0|joie|Pierre , heureux raconter journée d' hier . J' rencontré Delphine lors événement , c' connaissait . 😄 avons ri partagé histoires , c' moment magique . impatient revoir continuer belle amitié . vie pleine surprises ! vite ,|1
110|7|8|4|2|0|0|0|5|6|1|1|1|1|0|tristesse|Pierre , J' espère . voulais partager tristesse suite récente dispute famille . pensé pourrions surmonter désaccords , -ci , c' vraiment dur . sens mal pu éviter , crains relation jamais altérée .Merci soutien ,|1
111|9|4|1|1|0|0|1|3|4|1|1|1|1|0|colère|Pierre , viens recevoir notification l' augmentation impôts , colère . devrions -nous supporter hausse explication ? 😡 C' frustrant voir argent durement gagné disparaît . contacter député exprimer mécontentement .Merci écouter ,|1
112|8|5|2|3|0|1|1|4|2|1|1|1|1|0|surprise_pos|Pierre , viens sortir médecin , soulagé ! examens normaux , inquiétant . surprise positive mois angoisse . sens poids enlevé épaules . veux fêter , resto bientôt ? bientôt ,|1
113|5|8|2|1|0|0|0|7|3|1|1|1|1|0|surprise_neg|Pierre , vraiment triste surpris . découvert amis organisé sortie inviter . attendais , avons partagé . vraiment mal sentir partie groupe . sais aborder , sens blessé . écouter ,|1
114|6|3|0|1|0|0|0|2|0|1|1|0|1|0|neutre|Bonjour Michelle , confirme bonne réception convention stage signée . réactivité . reste disposition question . Cordialement , Pierre|1
115|8|2|4|5|0|2|0|4|0|1|1|1|1|0|joie|Pierre , croire point concert Pauline incroyable hier soir ! 😍 chanson moment pur bonheur , énergie foule électrique . sens chanceux d' pu vivre . absolument aller ensemble prochaine ! bientôt ,|1
116|7|6|3|2|0|0|0|6|3|1|1|1|1|0|tristesse|Pierre , vraiment déçu d' apprendre concert Taylor Swift annulé . attendais événement mois , énorme déception . rappelle point avions hâte passer soirée ensemble . n' arrive croire fera . soutenir ,|1
117|7|4|1|3|0|0|0|1|6|1|1|1|1|0|colère|Pierre , furieux entreprise construction avons engagée rénovations . respecté calendrier travaux mauvaise qualité . inacceptable contacter exprimer colère . continue , n' hésiterai poursuivre .|1
118|7|6|1|4|0|1|0|6|1|1|1|1|1|0|surprise_pos|Pierre , heureux annoncer sélectionné exposer œuvres galerie Paris . attendais , rêve devenu réalité ! grande opportunité , aimerais vraiment viennes voir exposition . ferait chaud cœur voir .Merci présent ,|1
119|7|5|1|2|0|0|0|1|3|1|1|1|1|0|surprise_neg|Pierre , nouvelles décevantes projet travaillons . 😔 partenaire décidé retirer , complique travail . choc , pensais bonne . falloir réfléchissions plan B. courant .À bientôt ,|1
120|8|4|3|2|0|0|0|1|3|1|1|1|1|0|colère|Pierre , écris vraiment colère reçu résultats examen . échoué cause questions voir avons étudié . injuste mettre autant efforts retrouver face évaluation biaisée . renseigner savoir contester .À bientôt ,|1
121|9|5|2|1|0|0|0|3|1|1|1|1|1|0|neutre| Coucou , j' fini partie , reste conclusion , sais mettre part , qu' n' recours procès , impact . J' mis l' introduction : ) , bisous tard , passe bonne journée : Polopopo Polopopo|0
122|4|1|2|1|0|0|0|1|0|1|1|1|1|0|neutre| Bonjour monsieur Polopopo , Veuillez trouver ci-joint bilan réunion jeudi dernier . cordialement , Polopopo|0
123|3|2|1|1|0|0|2|0|0|1|1|1|1|0|neutre| Bonjour Polopopo , allez -vous passe stage ? -il possible faire point semaine ? cordialement , Polopopo Polopopo Polopopo|0
124|9|5|2|2|0|0|0|2|1|1|1|1|1|0|neutre| Bonsoir Polopopo , Désolée contre-temps travaux appartement , pu envoyer mail tôt . séance calcul mental , sais réfléchis idées , convient montre demain matin . Bonne soirée . Cordialement , Polopopo Polopopo|0
125|13|6|0|2|0|0|1|4|1|1|1|0|1|0|neutre| Bonjour , rentre M2 Traitement Automatique Langues train m' inscrire Polopopo alternance . L' entreprise souhaite m' embaucher remarqué qu' erreurs composition dossier aimerait pouvoir modifier informations qu' rentré . -ce c' possible ré-ouvrir candidature ? remercie d' avance aide ,|0
126|9|9|3|3|0|1|1|2|0|1|1|1|1|0|neutre| Bonjour Polopopo , J' appris mère qu' colonie organisée l' Polopopo . ravie d' apprendre enfin pu renouvelé , c' génial ! sais avez déjà animateurs colo recherchez ? cherchez peut-être circassiens aguerris j' bafa t' envoie cv , besoin . Polopopo Polopopo|0
127|53|20|5|15|0|0|0|8|1|1|1|1|1|0|neutre| C' noté . recontacte service diplômes j' nouvelles procès-verbaux .** Bonjour Monsieur , procédure suivre suivante : - devez remplir bordereau versement indiquant nombre boîtes verser contenu dernières . boîte , veuillez indiquer typologies majoritaires présentes dates extrêmes ( date document ancien - date document récent ) . Aller détail n' nécessaire , essayez rédiger description permettrait retrouver document spécifique cas demande . - ensuite signer bordereau responsable renvoyez liste générique service archives . - validerons dernier proposerons date collecte . Veillez également prévoir version papier signée ( manuscrite ) bordereau dernier récupéré moment collecte . ensuite signé responsable service archives renvoyé . bordereau agira preuve versement aidera d' éventuelles futures demandes communication . joins bordereau service financier actuellement cours classement , pouvez inspirer l' organisation . reste disposition d' éventuelles interrogations . ,|0
128|25|6|2|4|0|0|0|5|3|1|1|1|1|0|neutre|" coucou Polopopo , Retour fête gueule bois j' mis "" fotographiques "" "" cloude "" réussie fête ( snob d' inverser mots ) Polopopo humide ... grande télé . inscrit médiathèque coin , donnent 5 films payant arte exemple . racontera tard bises Polopopo , Polopopo Polopopo . Joyeux mois juillet votez correctement . pipat papipat montreras créer google drive initiative ."|0
129|7|3|0|1|0|0|0|2|0|1|1|0|1|0|neutre| Madame , suite mail , assurez pense c' meilleure chose faire confirmez désinscription programmes d' amaigrissement . Cordialement Polopopo|0
130|28|9|7|3|0|0|0|1|0|1|1|1|1|0|neutre| Bonsoir , réunion pré-rentrée lieu 14 septembre matinée , procédons actuellement réservations salle d' envoyer invitations officielles . rentrée lieu lundi ( voir calendrier d' alternance joint ) . connexion l' Polopopo , faut utiliser codes donnés lors inscription administrative , avez reçus faut contacter scolarité directement , n' main . navrée bibliographie , informations n' dû remontées temps envoi congés d' . informations brochure délivrée réunion rentrée tard . cordialement ,|0
131|9|3|1|1|0|0|0|2|0|1|1|1|1|0|neutre| Madame Polopopo , j' aimerais savoir heure lieu cours demain après-midi , termine cours guitare 14 , voulais voir j' temps d' assister prochaine leçon .|0
132|8|0|1|1|0|0|1|1|0|1|0|1|1|0|neutre| Bonjour -il prêter place parking demain soir 19h samedi 15 soeur ? Bonne journée Polopopo - bâtiment C|0
133|70|31|3|17|0|0|2|4|4|1|1|1|1|0|neutre| Polopopo , cas as mal tête , inquiète , trouvé bug fera revenir douleur . viens trouver bug important script nettoie treebanks concantenés , ait nombres tokens comparable langues . script trouvait phrases limite inférieure , trouvait phrases longues limite supérieure . sais rappelles gros exemple donne script treebank concantené 1000 phrases écrites 1000 phrases orales , calcule the interquartile range nombre tokens . élimine ensuite disons phrases 5 tokens 50 . finit 700 phrases écrites 800 phrases orales disons . script revient treebanks concantenés cherche 300 phrases écrit 200 phrases oral , longueurs iqr calculé , finir 1000 phrases côté . coup script élimine phrases , oral-ecrit , phrases tres courtes oral . veut 1000 phrases côté , veut 2000 phrases treebank oral nombre tokens Polopopo remplacer supprimé , finit 2000 phrases écrit 1477 phrases oral . longueurs comparables , évidemment nombre phrases . 2776 phrases , 2776 phrases écrites 1252 phrases orales ( aurais dû rendre compte serait impossible nombre total phrases treebank final !!! ) , cas , -ce experiences phrases oral écrit ? -ce preferable phrases longueurs normalisés ? Polopopo|0
134|27|6|1|10|0|0|0|0|2|1|1|1|1|0|neutre| Madame Polopopo Polopopo , Bonjour , Suite demande dossier social étudiant , trouverez jointe notification définitive . cas d' oubli d' erreur constaté dossier , possible d' demander révision connectant espace Services Etudiant , rubrique « Suivi dossier » . avez possibilité joindre documents justificatifs . Enfin , cas difficultés financières , possible étudiant -boursier - prendre contact service social Polopopo rendant site : https://mesrdv.etudiant.gouv.fr service gestionnaire dossier|0
135|9|5|2|4|0|0|0|2|2|1|1|1|1|0|neutre| Bonjour , Suite problèmes liés pièces justificatives DSE , jour bourse . enfin reçu nouvelle notification conditionnelle . arrive déposer Polopopo , permets transférer directement mail . souhaitant bonne journée , Cordialement .|0
136|9|3|2|0|0|1|3|0|0|1|1|1|0|0|colère| salut Polopopo n' réponse sms , retente mail ... -ce voyons lundi cours ? jour ? webcam ? n' disposée donner cours , !|0
137|8|8|1|1|0|0|0|6|1|1|1|1|1|0|colère| , prenons note réponse . comprenez , pourrons accepter d' plaintes étudiants . reproduit , obligé passer l' Polopopo régler situation désirons évidemment . demandons tenir engagements pris . courage , Bonne soirée , Polopopo Polopopo|0
138|8|8|0|0|0|0|0|1|2|1|1|0|0|0|colère| Polopopo , parler téléphone qu' cassé , j' , coup j' écris mails oui . Jte jure j' Polopopo s' éteint bouton marche ÉTEINT JAMAIS . cabler mdrrr . l' heure rendez -vous 19 30 mairie t' PÈTE GENOUX .|0
139|9|3|2|1|0|0|0|5|0|1|1|1|1|0|colère| Bonsoir Polopopo , vraiment rattrapage cours M2 . aviez possibilité envoyer autant travaux vouliez prenais meilleurs notes . accepter travaux part chose . Polopopo Polopopo|0
140|29|13|3|5|0|0|0|4|5|1|1|1|1|0|colère|" étudiants plaints points Polopopo ( Anglais ) mis préparer programme . remercie d' focalisé long l' année points négatifs programme l' minimisé ( parler étudiants s' plaisent ( minorité ) , minimisant évaluation qu' positivement , vouloir parler l' instant c' parcours poste Polopopo Polopopo termes effectifs présente réels débouchés , , insister convention stage semaine Polopopo n' vraiment stage , facultatif ) . sens évident étudiants réagir programme s' trouvera affecté . m' occuperai programme Polopopo Polopopo travailler conditions plaintes critiques vis ans . "" Polopopo "" poser grands problèmes ..."|0
141|9|4|2|2|0|1|0|2|5|1|1|1|1|0|colère| Polopopo , vraiment beau salaud ! quitter mail !!! n' as honte !?! laisses chien , sais allergique croquettes !!! revoir connard Polopopo ( ex brûlé chemises pelouse )|0
142|7|6|3|1|0|1|0|0|3|1|1|1|1|0|colère| demande immédiatement remboursement ! short j' commandé convient pire s' agit d' slip XXL . trouve honteux tromper client marchandise sorte , jamais commanderai site .|0
143|147|50|22|40|0|0|1|11|11|1|1|1|1|0|colère|" Monsieur , Suite plainte auprès Direction Département Sciences langage l' évaluation j' faite déficiente l' examination cours Phonologie 3 - Second semestre Licence 3 SdL , réagis dernier mail m' avez envoyé , daté 13 juin 2018 ( date nettement postérieure date limite m' impartie l' Administration l' Université Polopopo 10 - Polopopo restitution résultats acquis titre contrôle continu ) . mail mail , avez joint volet manquant important travaux validation cours Phonologie 3 - Licence Polopopo 3 titre contrôle continu ; travaux réclamés mails 16 mai , 21 mai 23 mai 2018 . rappelle propos contrat verbal avions l' extrême fin second semestre validation enseignement , contrat avez accepté mail 10 mai 2018 ( voir bas ) : n' ayez jamais assisté séances cours ( étiez inscrit , semble , titre procédure administrative contrôle dérogatoire ) , rendu délais impartis étudiants travaux validation cours titre procédure administrative contrôle continu , j' l' amabilité , rappelle , d' accéder demande d' évalué titre contrôle continu . J' mis entendu condition sine qua rendiez , délais impartis administrativement validation résultats , travaux j' demandés candidats ( 3 travaux ) , obligatoirement dernier ( 1 ) n' l' objet d' correction cours , contrairement , ( 2 ) , dernier , visait sanctionner l' ensemble acquis cours . vois mal qu' puisse conciliant l' relativement cas verser irrémédiablement forme d' iniquité vis-à-vis étudiants . Bref , confirme , date limite restitution résultats contrôle continu étiez jargon Polopopo 10 nomme déficient l' examen ( dit , restitution dernier travail m' faite qu' 13 juin , attestiez vous-même 22 mai m' rendu 3ème travail ) ; connaissance , n' avez l' épreuve contrôle dérogatoire , êtes déficient ; connaissance , n' avez l' épreuve seconde session - déficience . saurais conseiller tourner jury diplôme vue qu' détermine mesure prendre considération difficultés personnelles ( proviso "" blocus "" l' Université n' motif plausible : chemin e-mail connu 10 mai , date mail ) . m' interroge ailleurs point mail tardif 13 juin paraît sévèrement problématique j' besoin , avez réclamation , d' explication ; cite : "" [ ... ] j' dû faire rapidement devoir m' aviez demandé , l' envoyé jours tard . [ ... ] -ce l' avez reçu ? "" , l' reçu mail 13 juin , demande conséquence renvoyer mail attestez , preuves date l' adresse l' envoi . dernière remarque : correction dernier travail ( n' tenu faire qu' radicalement délais ) laisse apparaître faiblesses conceptuelles techniques connaissances matières phonologiques ; souhaitez savoir , voyez Direction Département Sciences langage transmets copie correction . Veuillez agréer , Monsieur , l' expression sentiments distingués ."|0
144|16|7|2|5|0|0|1|3|1|1|1|1|1|0|colère| !!!?? ? Sortir poubelle jour gardien serpillière , déjà , bonne idée . Sortir poubelle percée jour parties communes nettoyées , clairement bonne idée . Sortir poubelles percées , salir parties communes viennent nettoyés faire vendredi , week-end signifie gardien verra lundi . laisser , gros manque savoir vivre .|0
145|13|12|8|4|0|0|0|4|4|1|1|1|1|0|colère| Bonjour , j aime animaux ( oreilles pointues ) décidé venir presque jours faire besoins plantes notamment arbres n forme ... récupéré taillant drastiquement branches recommence , décline … gonfle peu.. crois qu excréments renforce terre régulièrement rend acide tue progressivement plantes … doute solution n peut-être évidente possible réfléchir ..|0
146|11|8|2|3|0|1|0|2|4|1|1|1|1|0|colère| crois faire nuits blanches terminer J' presque fini DM maths ( j' pris heure faire 5 premiers exo m' reste j' mal m' énerve ! ) crois demander prof latin faire thème classe poura jamais faire fatigué , profs abusent|0
147|22|15|2|6|0|1|0|6|1|1|1|1|1|0|colère| Polopopo . .. ( permets appeler m' appelez Polopopo ) liste étudiants m' avez demandée ... suffira d' ajouter Polopopo derriere numéro étudiant d' obtenir adresse mail . d' part , rappelle examens , modalités gérés madame Polopopo Polopopo bureau Polopopo . concerne , j' aimerais dernière permettiez m' invectiver couloirs , disant prédécesseur faisait mieux travail , n' arrivais pourriez faire place ... collègue ! trouve déplacé hautain part venir taper petit nouveau participe l' organisation examens l' université Polopopo Polopopo ... Polopopo ( prénom ) Polopopo ( nom )|0
148|6|4|1|0|0|0|0|2|0|1|1|1|0|0|colère| Madame , crois sommes , viendrais réunion , n' arrive supporter bruits bouches Polopopo lorsqu' mange machine café . - Polopopo|0
149|64|32|9|16|0|1|4|11|10|1|1|1|1|0|colère| Polopopo , Polopopo , excuse avance déranger mail semblé important signaler échange bref houleux lieu midi Madame heure . passais récupérer corpus envoyés repro Texte Discours salle professeurs , dernière souhaité rende comptes choix documents soumis analyse cours , documents ouverts , lus commentés publiquement veille endroit absence . agissait lettre ouverte ( lettre refus Polopopo Polopopo invitation Polopopo Polopopo clôture grand débat ) , politique ( extrait Polopopo Polopopo Théorie Polopopo Polopopo ) séquence interaction ( extrait transcription Polopopo tiré corpus thèse ) . prise dépourvu simplement précisé allais faire textes ( notamment étudier argumentative discours rapporté discours politiques fonction récits écrits oraux spontanés ) . visiblement convaincu menacé avertir « président » ( département ? Polopopo ? ) faisais propagande cours . savais répondre surprise montrait sourde premières explications , répétant voyait c' pareil linguistes marre , etc. , simplement quitté salle corpus bras . évidemment capable justifier ensemble sélection corpus analyse cours . Avez -vous déjà confrontées type situation ? Pensez -vous pourrait mettre menace exécution ? ( paraîtrait ridicule rends compte détermination ! ) . courage rentrée bientôt espère ,|0
150|26|10|2|4|0|2|4|4|0|1|1|1|1|0|colère| Bonjour , Allez , semaine parler propreté , longtemps 😬…. poubelles jaunes bâtiment C , trouve bouteilles bière déchets sac faire . Peut-être bu bières devenus daltoniens ?!? parle entrée ? traces rouges sol jusqu’ ascenseur . sang🩸 ? Aurait -on vampire bat C ? nettoie vampire ? gardien grouillot résidents fussent -ils vampires 🧛‍♂️ ! sais concernés liste Polopopo , oui , serait part rectifier tir ! Bonne soirée|0
151|9|4|3|1|0|1|0|1|1|1|1|1|1|0|tristesse| Bonjour , Malheureusement , pourrais assister spectacle fin d' année scolaire raison d' entorse ... chagrine d' autant l' équipe s' énormément investie projet ... envoie soutien ! année , Cordialement .|0
152|8|4|1|0|0|0|0|1|4|1|1|1|0|0|tristesse| Polopopo Polopopo , désolée pourrais répétition mercredi . vraiment surchargée cours j' peine regardé grilles . écrire message groupe whatsapps prévenir .|0
153|35|9|4|12|0|0|0|3|3|1|1|1|1|0|tristesse| collègues , J' grande tristesse annoncer décès Polopopo Polopopo . Élu maître conférences 1972 Polopopo Nouvelle , devenu professeur universités 1978 . enseigné littérature anglaise moderne contemporaine jusqu' retraite 2000 également président jury l' agrégation d' anglais 1987 1991 . Spécialiste internationalement reconnu poésie britannique , Polopopo Polopopo , Polopopo Polopopo poètes anglais XXe siècle , publié articles ouvrages domaine . notamment préfacé co-dirigé Anthologie bilingue poésie anglaise référence , Bibliothèque Polopopo . passion transmission pédagogie marqué générations d' étudiants collègues . nom communauté Polopopo Nouvelle , j' adresse sincères condoléances famille proches . cordialement|0
154|23|11|2|7|0|0|0|5|8|1|1|1|1|0|tristesse| Polopopo , Polopopo , [ pardon coquille message précédent : faut sûr lire « Directrices » ] assure , , tenir informées rapidement possible … aurai doute avance hiérarchique . décision déchirement ( 1 ) puis laisser seul conjoint problèmes graves santé récemment AVC privé vue , ( 2 ) supporte infliger valse-hésitation Département , sait difficultés agit cas remplacement pied-levé . mieux trancher , espère Comité Médical ira sens . , K.|0
155|41|21|10|6|0|0|0|6|8|1|1|1|1|0|tristesse| Bonjour monsieur , sais avez créneaux pouvoir répondre questions malheureusement j' cours 9 30 16 30 lundi mercredi entreprise jeudi vendredi . lance bouteille mer attendant cours mercredi . rapide , j' problèmes ventilateurs s' activent manière bruyante milieu cours j' voulu régler hier soir Polopopo boot . Effectivement , j' erreur referai peut-être tard , d' entrer commande comprendre 100 % . j' modifié fichier root recovery mod grub j' pu effacer modifications . commande question : `sudo systemctl restart display-manager` , problème c' qu' revenant zéro , Polopopo boot . J' désinstallé drivers j' essaye d' réinstaller ancien , probablement compatible Polopopo . voulais exposer situation cours , m' active demain après-demain essayer régler problème côté . n' arrive n' avez solution m' apporter , referai installation Polopopo . cas remercie d' avance , souhaite bonne journée , Cordialement ,|0
156|28|7|2|16|0|0|0|5|2|1|1|1|1|0|tristesse| collègues , grande tristesse annoncer décès Polopopo Polopopo , survenu 8 août dernier . Polopopo Polopopo présidé conseil gestion Institut Hautes Études Polopopo Latine 2000 2023 . Grand connaisseur Polopopo latine , attachement Polopopo , Polopopo Polopopo . long carrière , travaillé renforcement relations entreprises françaises latino-américaines . conférencier reconnu . Polopopo Polopopo grandement contribué faire université acteur incontournable coopération universitaire Polopopo l' Polopopo latine . directeurs directrices Polopopo pu compter présence active bienveillante vision stratégique . nom communauté Polopopo Nouvelle , j' adresse sincères condoléances famille proches . cordialement ,|0
157|28|15|5|4|0|0|1|13|2|1|1|1|1|0|tristesse| Bonjour Madame , J' espère allez . J' aurais besoin aide question concerne directement alternance , séjour Polopopo . viens d' apprendre préfecture lyonnaise réputée l' lentes Polopopo . titre séjour expire aujourd'hui , malheureusement , n' reçu réponse part relances . discutant amis situation Polopopo , m' recommandé solliciter l' aide université relancer demande renouvellement titre séjour , aidés obtenir réponse rapidement . Serait -il possible l' Université Polopopo Polopopo puisse m' apporter soutien démarche ? avoue désemparée situation sais tourner . remercie d' avance attention aide . Cordialement ,|0
158|26|11|3|4|0|0|0|3|5|1|1|1|1|0|tristesse| Bonjour , Hier après-midi , rendant l' Université ( voulais notamment assister répétition présentation l' Polopopo ) j' chute escaliers métro . J' ressenti forte douleur poignet droit . passant , rendu matin bonne heure urgences l' hôpital Polopopo , l'on m' radio , constaté fracture posé plâtre . arrêté jusqu' 15 février . transmets vite formulaire d' accident travail Madame Polopopo , mets copie message . J' informe étudiants indisponibilité . Désolé incident , ,|0
159|13|7|2|2|0|0|1|0|3|1|1|1|1|0|tristesse| Bonjour , J' utilisé machine kumo cafétéria crous sorbonne nouvelle , bento poulet notés disponibles l' écran j' commandé . n' machine . J' débitée 6euros reçu ... procédure dois -je suivre remboursée ? malheureusement ignorer paiement situation d' étudiante .|0
160|1|2|0|0|0|0|0|0|0|1|1|0|0|0|tristesse| Polopopo , déplace , piscine fermée : (|0
161|27|24|9|7|0|0|0|9|4|1|1|1|1|0|tristesse|" Bonjour , l' actuel situation , j' uniquement Polopopo d' installé machine , grub lance . sais Polopopo lance j' logo Polopopo s' affiche rester bloqué indéfiniment écran noir . J' réussi forcer l' ouverture grub Polopopo lance appuyant shift "" options avancées Polopopo "" > "" Recovery mod "" > "" root "" j' accès terminal racine . J' ensuite pu enlever modifications j' effectué fichiers probablement cause , redémarrant pc faisait black screen . J' conclu c' Polopopo posait problème j' essayé supprimer drivers . J' commandes "" nvidia-smi "" savoir j' drivers installés "" sudo apt-get remove --purge ' ^nvidia -. *' "" sûre n' oublier . , commande "" nvidia-smi "" indiqué n' drivers installés sais c' réellement actif . j' aujourd'hui , essayer d' installer nouveau driver nvidia peut-être compatible gérer ventilateurs . sais avez idée aurait pu causer dégâts , remercie aide , Cordialement ,"|0
162|27|14|5|6|0|0|0|4|3|1|1|1|1|0|tristesse| Bonsoir , d' , réponse . également informations , renseignerai sûrement semaine week end prochain appelant . J' effectivement perdu convocation résultats , sais numéro candidat nécessaire consultation copie . ailleurs partie élèves double déception , oral écrit ( j' jury d010 l' oral ) , c' injuste dis circonstances j' accepte note . , discutais Polopopo l' heure disait n' , conçois . année terminale débute , j' avoue choisie filière serais sentie l' aise . TS5 . Bonne fin soirée .|0
163|5|3|1|0|0|0|0|0|1|1|1|1|0|0|tristesse| Bonjour , sais savez , curé décédé hier . funérailles lieu lundi 14 heures .|0
164|12|5|4|2|0|1|0|3|3|1|1|1|1|0|tristesse| Polopopo , demandé Monsieur Polopopo malheureusement préfèrent commence 16 septembre .. vraiment désolée confusion . reste : - date naissance : 13/04/2002 - priori serait 7 900 € ( page 5 ) - 1 an , 16/09 / 24 15/09 / 25 - confirme ! souhaite bonne fin semaine , cordialement ,|0
165|11|9|3|0|0|0|1|1|0|1|1|1|0|0|tristesse| écris comprendre options n' arrive commencer stage d' juin . savez , n' reçu titre séjour efforts trouve coincée . , voudrais savoir options cas n' arrive faire stage semestre . -ce avez conseils ?|0
166|2|3|0|1|0|1|0|1|1|1|1|0|1|0|joie| Génial photos , , montrer Polopopo Polopopo ! Oui montrerai viendrai Polopopo : ) Polopopo , profitez lot|0
167|8|7|1|0|0|1|0|2|3|1|1|1|0|0|joie| s' super ! évoqué soucis niveau l' absence documentation procédures d' habilitation d' problèmes j' pu relevés . donnerai nouvelles reviens . AS FIÈRE|0
168|30|14|5|7|0|0|0|9|4|1|1|1|1|0|joie| Bonjour féliciter efforts fournis dernières semaines , contexte compliqué . impression aurons réussi contexte appreniez mal choses morphologie partie concerne , certitude notes moyenne élevées année normale , notamment notes moyenne , doute lié avez préparé thèmes abordés . bref , aurons réussi ensemble faire progresser questions dossier montré simples base . laisser reposer yeux , mal soufferts période , souhaite bonne continuation Polopopo ailleurs . notes communiquées journée Polopopo oral , possible dossiers . éléments correction dossier fournis . Portez - , proches .|0
169|2|0|0|1|0|1|0|1|0|1|0|0|1|0|joie| madame ! Bonne journée ,|0
170|4|1|0|1|0|1|0|2|0|1|1|0|1|0|joie| Bonjour ! , reconnaissante réponse lettre 11 /04 / 22 . hâte revoir j' espère qu' idées proposer . , Polopopo|0
171|0|0|1|1|0|1|0|1|0|0|0|1|1|0|joie| Bonjour , Oui , sûr ! cordialement , Polopopo Polopopo|0
172|17|2|2|8|0|4|0|7|3|1|1|1|1|0|joie| mercis Polopopo ! photos prolongation vraiment plaisir ! Gros boulot tri résultat , revoir moments joyeux , visages famille amis , tri attentif oublié sûre : - ) top ! photo préparation Polopopo incroyable , boulot ! vrai déménagement . voit jamais cuisine , bizarre bizarre|0
173|9|5|7|4|0|0|0|4|1|1|1|1|1|0|joie| Polopopo , voulais n' jamais contente voir hier lors sortie hebdomadaire ikea , devrais voir Polopopo belles lampes , bel abat jour restera imbécile mari , n' lumière étages -là , vois vraiment trouves .|0
174|3|5|1|1|0|0|0|3|1|1|1|1|1|0|joie| Salut poule , J' espère . J' supers nouvelles !!! Rappelle , faut absolument qu' croise raconte . bisous . Polopopo|0
175|15|7|4|2|0|1|0|5|0|1|1|1|1|0|joie| Bonjour Polopopo , évidemment motivée travailler ! Visiter locaux rencontrer équipe plu serai absolument ravie travailler . réponse rapport rythme prévisionnel alternance , envoie jointe également brochure demandé partager . suite , donne déjà mail responsable alternance Université Polopopo Polopopo , Monsieur Polopopo Polopopo : jppaquet@parisnanterre.fr souhaite week-end ,|0
176|29|23|1|7|0|1|0|12|4|1|1|1|1|0|joie|" Bonjour Polopopo , heureux projet ait accepté , directrice aviez choisie . C' bonne nouvelle : devez soulagée impatiente commencer . définition corpus étape importante , saurez défendre idées profiter suggestions collègue . veuillez d' envoyé projet d' reçu réponse . J' tardé répondre résultat espériez , avez . vois avez lucidité d' apporter améliorations suggérais remarques formelles j' indiquées fin serviront . n' travaillé , rassurez -vous . corrections avez apportées semblent aller sens . C' travaillerez long mémoire , c' augure . rencontre Polopopo Polopopo moment m' écriviez relève Polopopo appelait "" pétrifiantes coïncidences "" : sommes surréalisme ! courage finir semestre l' esprit léger arrivera ."|0
177|5|3|0|2|0|1|0|4|0|1|1|0|1|0|joie| Bonsoir Polopopo , Polopopo m' dit lire khôlle scénario t' intéresserait serais ravie d' retour convient ! Passe bonne soirée : ) Polopopo|0
178|20|6|4|3|0|0|0|7|1|1|1|1|1|0|joie| amis , J' joie annoncer parution récente roman Polopopo . savoir , rendez -vous site maison édition ( lien ci-dessous ) , pourrez commander ouvrage , reste auprès libraire choix . Polopopo week-end prochain cordialement invités visiter Salon Livre , Polopopo Polopopo . serai dimanche 28 11h 12 30 , j' aurais grand plaisir retrouver . attendant nouvelles , retourne occupations retraité . amicalement ,|0
